/Users/macbookair/Documents/freelancer_task/rtsp-task/local_development2/testing_video_images/car.png,MCLRNF1,17:48:42
/Users/macbookair/Documents/freelancer_task/rtsp-task/local_development2/testing_video_images/IMG_6600.mp4,J446HN,17:52:03
C:/Users/User/PycharmProjects/recognizer final/car.png,emisiones:emisiones:066son:emisiones:066son:emisiones:066son:emisiones:066son:emisiones:066son:emisiones:066son:020,20:10:18
C:/Users/User/PycharmProjects/recognizer final/car.png,COVID19,20:36:28
D:/car.png,COVID19,20:45:11
C:/Users/User/Downloads/car.png,COVID19,20:45:50
C:/Users/User/Downloads/ca1.jpg,MY70BMW,21:16:48
C:/Users/User/Downloads/car.png,COVID19,00:55:18
C:/Users/User/Downloads/car.png,COVID19,01:43:36
C:/Users/User/Downloads/car.png,COVID19,01:44:05
C:/Users/User/Downloads/car.png,COVID19,01:52:13
C:/Users/User/Downloads/car.png,COVID19,02:01:48
C:/Users/User/Downloads/car.png,COVID19,09:59:45
C:/Users/User/Downloads/car.png,COVID19,10:07:28
C:/Users/User/Downloads/car.png,COVID19,10:20:49
C:/Users/User/Downloads/car.png,COVID19,10:36:47
C:/Users/User/Downloads/car.png,COVID19,12:36:23
C:/Users/User/Downloads/car.png,COVID19,12:53:06
C:/Users/User/Downloads/car.png,COVID19,13:02:42
C:/Users/User/Downloads/car.png,COVID19,13:16:56
C:/Users/User/Downloads/car.png,COVID19,20:12:44
C:/Users/User/Downloads/car.png,COVID19,20:18:10
C:/Users/User/Downloads/car.png,COVID19,20:19:13
C:/Users/User/Downloads/car.png,COVID19,14:54:08
C:/Users/User/Downloads/car.png,COVID19,17:03:15
C:/Users/User/Downloads/car.png,COVID19,17:05:14
C:/Users/User/Downloads/car.png,COVID19,17:28:45
C:/Users/User/Downloads/car.png,COVID19,17:29:33
C:/Users/User/Downloads/car.png,COVID19,17:50:51
C:/Users/User/Downloads/car.png,COVID19,17:51:55
C:/Users/User/Downloads/car.png,COVID19,17:57:58
C:/Users/User/Downloads/car.png,COVID19,18:03:00
C:/Users/User/Downloads/car.png,COVID19,18:03:54
C:/Users/User/Downloads/car.png,COVID19,18:05:04
C:/Users/User/Downloads/car.png,COVID19,18:06:30
C:/Users/User/Downloads/car.png,COVID19,18:08:11
C:/Users/User/Downloads/car.png,COVID19,18:09:55
C:/Users/User/Downloads/car.png,COVID19,18:17:24
C:/Users/User/Downloads/car.png,COVID19,18:20:52
C:/Users/User/Downloads/car.png,COVID19,18:21:58
C:/Users/User/Downloads/car.png,COVID19,18:22:47
C:/Users/User/Downloads/car.png,COVID19,18:23:53
C:/Users/User/Downloads/car.png,COVID19,18:28:40
C:/Users/User/Downloads/car.png,COVID19,18:29:25
C:/Users/User/Downloads/car.png,COVID19,18:35:00
C:/Users/User/Downloads/car.png,COVID19,19:18:17
C:/Users/User/Downloads/Movie0.mp4,MH01AV8866,19:28:15
rtsp://garage:Aa1234567890@94.215.54.32:88/videoMain,,16:37:11
C:/Users/F_monkey/Downloads/ocr_result/models/car.png,MCLRNF1,06:56:53
C:/Users/F_monkey/Downloads/ocr_result/models/car.png,MCLRNF1,07:03:53
C:/Users/F_monkey/Downloads/ocr_result/models/Screenshot_2.png,J446HN,11:19:44
